athlete_id,name,gender,classification,primary_event,secondary_event,dob,height_cm,weight_kg,years_on_team,guide_runner_required,injury_status,availability_status,coach,region,development_stage
A0790,Naledi Motsumi 790,Female,T13,1500m,200m,2005-05-13,163,62,6,False,Healthy,Available,Coach Kgamanyane,Lobatse,Elite
A0791,Kelebogile Mosinyi 791,Female,T11,100m,1500m,2000-01-10,151,47,9,True,Monitoring,Available,Coach Modise,Francistown,Emerging
A0792,Oratile Molefe 792,Female,T13,800m,400m,2007-01-01,154,61,4,False,Healthy,Available,Coach Kgamanyane,Serowe,Elite
A0793,Onalenna Molefe 793,Female,T12,100m,800m,1995-02-23,193,60,8,False,Healthy,Available,Coach Kgamanyane,Molepolole,National
A0794,Segametsi Dube 794,Female,T12,200m,100m,2007-08-05,162,57,2,False,Monitoring,Restricted,Coach Ranku,Gaborone,Elite
A0795,Onalenna Dube 795,Female,T13,100m,800m,1997-02-07,171,64,9,False,Monitoring,Available,Coach Dube,Lobatse,National
A0796,Naledi Motsepe 796,Female,T13,200m,400m,2006-05-20,154,67,3,False,Monitoring,Available,Coach Molefe,Maun,Elite
A0797,Lesedi Ranku 797,Female,T13,1500m,800m,1996-12-21,163,65,1,False,Healthy,Available,Coach Dube,Molepolole,Emerging
A0798,Olebogeng Molefe 798,Female,T12,400m,100m,2002-11-08,148,44,7,False,Healthy,Monitor,Coach Modise,Lobatse,National
A0799,Kelebogile Dube 799,Female,T12,100m,200m,1992-08-11,168,42,5,False,Monitoring,Available,Coach Molefe,Maun,Elite
A0800,Refilwe Basinyi 800,Female,T12,100m,800m,1997-02-09,167,61,8,True,Healthy,Available,Coach Basinyi,Molepolole,Podium Track
A0801,Olebogeng Dube 801,Female,T13,400m,100m,2007-11-08,165,61,8,False,Recovering,Monitor,Coach Modise,Maun,National
A0802,Tiamelo Pule 802,Female,T12,400m,1500m,2002-03-13,166,62,8,False,Healthy,Available,Coach Ranku,Molepolole,Elite
A0803,Refilwe Molefe 803,Female,T11,100m,800m,1993-07-31,160,57,1,True,Healthy,Available,Coach Motswana,Lobatse,National
A0804,Onalenna Mogapi 804,Female,T11,100m,1500m,2005-02-09,187,68,9,True,Healthy,Available,Coach Dube,Gaborone,Elite
A0805,Aobakwe Mokalake 805,Female,T12,100m,400m,2007-04-21,168,61,2,False,Monitoring,Available,Coach Motswana,Lobatse,National
A0806,Onalenna Lelaka 806,Female,T13,100m,400m,2007-08-22,158,60,1,False,Healthy,Monitor,Coach Kgamanyane,Gaborone,Emerging
A0807,Lorato Mokalake 807,Female,T13,200m,100m,1994-02-06,162,66,5,False,Healthy,Available,Coach Pule,Serowe,Emerging
A0808,Segametsi Mogapi 808,Female,T13,100m,1500m,2002-07-21,156,42,5,False,Healthy,Unavailable,Coach Ranku,Francistown,National
A0809,Lorato Motsepe 809,Female,T11,400m,800m,2007-10-22,159,64,3,True,Recovering,Restricted,Coach Motswana,Gaborone,Elite
A0810,Olebogeng Mokalake 810,Female,T12,100m,200m,1992-05-08,183,67,6,False,Healthy,Available,Coach Basinyi,Lobatse,National
A0811,Naledi Dube 811,Female,T13,800m,1500m,1995-08-06,156,56,7,False,Monitoring,Available,Coach Ranku,Molepolole,Elite
A0812,Kelebogile Molefe 812,Female,T12,100m,1500m,2008-09-05,156,56,2,False,Monitoring,Restricted,Coach Modise,Selebi-Phikwe,Emerging
A0813,Boitumelo Mokalake 813,Female,T13,100m,400m,2008-03-19,156,43,7,False,Healthy,Monitor,Coach Modise,Selebi-Phikwe,Podium Track
A0814,Lorato Kgamanyane 814,Female,T13,800m,200m,2002-05-15,167,59,9,False,Healthy,Monitor,Coach Ranku,Lobatse,National
A0815,Kelebogile Pule 815,Female,T13,800m,200m,1992-12-05,162,61,7,False,Recovering,Available,Coach Basinyi,Maun,Emerging
A0816,Refilwe Mogapi 816,Female,T13,800m,100m,1992-02-09,180,59,5,False,Healthy,Available,Coach Pule,Serowe,Emerging
A0817,Segametsi Mogae 817,Female,T13,200m,400m,2001-06-01,160,65,5,False,Healthy,Restricted,Coach Motswana,Lobatse,National
A0818,Refilwe Motsumi 818,Female,T11,100m,800m,1995-01-09,150,64,7,True,Monitoring,Monitor,Coach Kgamanyane,Gaborone,Podium Track
A0819,Reabetswe Moroka 819,Female,T13,400m,800m,2004-02-25,157,50,1,False,Healthy,Monitor,Coach Basinyi,Molepolole,Emerging
A0820,Refilwe Motsepe 820,Female,T11,400m,100m,2005-01-03,164,73,7,True,Recovering,Available,Coach Modise,Gaborone,National
A0821,Aobakwe Ranku 821,Female,T12,100m,1500m,2005-12-25,158,66,3,True,Monitoring,Unavailable,Coach Motswana,Lobatse,National
A0822,Refilwe Mokalake 822,Female,T11,100m,200m,1999-02-09,167,45,9,True,Healthy,Available,Coach Molefe,Maun,National
A0823,Naledi Molefe 823,Female,T12,400m,200m,2003-03-04,171,50,2,False,Healthy,Monitor,Coach Basinyi,Molepolole,Emerging
A0824,Olebogeng Rammidi 824,Female,T11,100m,200m,2001-03-08,152,50,1,True,Healthy,Monitor,Coach Dube,Serowe,Emerging
A0825,Reabetswe Molefe 825,Female,T12,400m,1500m,1998-10-01,158,63,7,False,Recovering,Available,Coach Basinyi,Maun,Podium Track
A0826,Olebogeng Ranku 826,Female,T13,800m,100m,2008-04-06,158,71,4,False,Monitoring,Available,Coach Molefe,Selebi-Phikwe,National
A0827,Masego Mosinyi 827,Female,T12,400m,200m,1996-12-17,165,51,8,False,Healthy,Available,Coach Basinyi,Serowe,National
A0828,Lesedi Motsepe 828,Female,T13,400m,1500m,2002-12-28,157,60,2,False,Monitoring,Available,Coach Kgamanyane,Selebi-Phikwe,National
A0829,Kelebogile Motsumi 829,Female,T11,400m,1500m,2008-03-07,148,42,8,True,Healthy,Available,Coach Kgamanyane,Selebi-Phikwe,Elite
A0830,Boitumelo Pule 830,Female,T12,200m,100m,1993-08-21,156,63,2,False,Recovering,Available,Coach Ranku,Serowe,Podium Track
A0831,Reabetswe Ranku 831,Female,T13,100m,800m,2005-02-28,165,58,2,False,Monitoring,Monitor,Coach Molefe,Serowe,Emerging
A0832,Lesedi Basinyi 832,Female,T12,400m,100m,1995-07-26,162,42,2,True,Healthy,Available,Coach Molefe,Molepolole,Emerging
A0833,Refilwe Motsumi 833,Female,T11,800m,1500m,1992-08-19,161,42,2,True,Healthy,Monitor,Coach Basinyi,Lobatse,Emerging
A0834,Olebogeng Basinyi 834,Female,T12,800m,400m,1992-02-08,170,57,3,False,Monitoring,Restricted,Coach Ranku,Serowe,National
A0835,Keitumetse Mosinyi 835,Female,T13,800m,400m,1993-11-20,163,61,3,False,Monitoring,Unavailable,Coach Motswana,Selebi-Phikwe,National
A0836,Lorato Molefe 836,Female,T13,200m,1500m,2000-07-08,166,60,1,False,Healthy,Available,Coach Kgamanyane,Francistown,Elite
A0837,Onalenna Moroka 837,Female,T12,200m,400m,1994-05-13,166,52,6,False,Healthy,Available,Coach Motswana,Lobatse,National
A0838,Lesedi Motsumi 838,Female,T12,200m,400m,2001-08-16,153,61,2,True,Healthy,Available,Coach Molefe,Lobatse,National
A0839,Lorato Basinyi 839,Female,T13,100m,1500m,1996-05-05,175,67,2,False,Monitoring,Available,Coach Molefe,Maun,Elite
A0840,Segametsi Ranku 840,Female,T11,800m,1500m,2001-07-26,162,63,9,True,Healthy,Restricted,Coach Basinyi,Gaborone,Emerging
A0841,Tiamelo Mokalake 841,Female,T13,400m,200m,1998-03-27,160,61,3,False,Recovering,Restricted,Coach Molefe,Maun,National
A0842,Keitumetse Rammidi 842,Female,T12,1500m,400m,2002-03-22,159,59,1,False,Healthy,Monitor,Coach Ranku,Selebi-Phikwe,National
A0843,Bontle Kgamanyane 843,Female,T13,400m,100m,1992-09-19,180,64,7,False,Healthy,Available,Coach Basinyi,Francistown,Podium Track
A0844,Segametsi Lelaka 844,Female,T13,800m,100m,2004-01-09,175,51,2,False,Recovering,Restricted,Coach Dube,Molepolole,National
A0845,Lorato Mogapi 845,Female,T11,400m,100m,2006-12-11,158,57,5,True,Monitoring,Available,Coach Modise,Molepolole,Emerging
A0846,Naledi Mogapi 846,Female,T12,100m,200m,1995-03-01,168,56,9,False,Monitoring,Available,Coach Basinyi,Molepolole,Emerging
A0847,Boitumelo Kgamanyane 847,Female,T12,400m,200m,1996-06-17,172,53,9,False,Recovering,Available,Coach Motswana,Selebi-Phikwe,National
A0848,Kelebogile Motsepe 848,Female,T13,400m,200m,2000-09-25,174,66,1,False,Recovering,Available,Coach Modise,Gaborone,Elite
A0849,Lorato Basinyi 849,Female,T13,200m,1500m,1993-10-27,155,63,7,False,Healthy,Available,Coach Basinyi,Francistown,Emerging
A0850,Naledi Bantsi 850,Female,T12,400m,200m,2004-09-22,162,67,1,False,Recovering,Available,Coach Ranku,Francistown,Elite
A0851,Segametsi Motsumi 851,Female,T12,400m,800m,2005-05-15,159,60,5,False,Healthy,Available,Coach Molefe,Maun,National
A0852,Aobakwe Molefe 852,Female,T13,400m,200m,1997-09-29,168,42,3,False,Healthy,Available,Coach Dube,Maun,Elite
A0853,Reabetswe Mosinyi 853,Female,T12,800m,100m,2001-06-11,148,59,8,False,Monitoring,Monitor,Coach Motswana,Molepolole,Elite
A0854,Boitumelo Pule 854,Female,T13,100m,800m,1999-01-13,162,67,2,False,Healthy,Available,Coach Basinyi,Selebi-Phikwe,Elite
A0855,Lesedi Ranku 855,Female,T11,100m,1500m,1995-04-03,165,46,3,True,Healthy,Available,Coach Dube,Serowe,National
A0856,Kelebogile Motsepe 856,Female,T13,400m,100m,1992-06-22,166,51,3,False,Recovering,Monitor,Coach Motswana,Gaborone,National
A0857,Onalenna Motsepe 857,Female,T12,200m,100m,2000-12-09,162,53,6,False,Monitoring,Monitor,Coach Kgamanyane,Serowe,Podium Track
A0858,Olebogeng Mokalake 858,Female,T11,800m,100m,2001-02-16,166,45,7,True,Recovering,Available,Coach Ranku,Lobatse,National
A0859,Lorato Rammidi 859,Female,T13,200m,800m,1993-06-09,155,42,7,False,Healthy,Available,Coach Dube,Francistown,Emerging
A0860,Aobakwe Kgamanyane 860,Female,T12,100m,200m,2008-10-27,181,49,5,True,Monitoring,Available,Coach Modise,Selebi-Phikwe,National
A0861,Keitumetse Mokalake 861,Female,T13,200m,400m,1997-11-25,157,47,9,False,Healthy,Available,Coach Basinyi,Selebi-Phikwe,Elite
A0862,Boitumelo Pule 862,Female,T13,200m,100m,1996-02-06,158,54,3,False,Healthy,Available,Coach Pule,Gaborone,National
A0863,Refilwe Ranku 863,Female,T13,100m,800m,1999-01-25,168,59,4,False,Healthy,Monitor,Coach Basinyi,Lobatse,Elite
A0864,Reabetswe Molefe 864,Female,T12,400m,200m,1999-09-12,166,52,8,True,Recovering,Monitor,Coach Molefe,Serowe,Elite
A0865,Olebogeng Mogae 865,Female,T13,200m,400m,2003-10-10,163,68,7,False,Monitoring,Restricted,Coach Modise,Molepolole,National
A0866,Naledi Molefe 866,Female,T13,100m,1500m,2001-12-17,163,60,1,False,Healthy,Available,Coach Modise,Lobatse,National
A0867,Bontle Lelaka 867,Female,T12,400m,1500m,1995-05-11,148,62,2,False,Recovering,Restricted,Coach Modise,Molepolole,Emerging
A0868,Reabetswe Mokalake 868,Female,T12,200m,100m,1997-01-01,166,69,1,False,Healthy,Available,Coach Ranku,Maun,Emerging
A0869,Lorato Mosinyi 869,Female,T12,400m,800m,2000-06-05,148,58,2,True,Monitoring,Available,Coach Pule,Maun,National
A0870,Masego Mokalake 870,Female,T12,200m,100m,2007-05-18,162,58,2,False,Healthy,Available,Coach Basinyi,Maun,Emerging
A0871,Boitumelo Mogapi 871,Female,T12,400m,1500m,2005-11-26,158,59,8,True,Healthy,Available,Coach Basinyi,Selebi-Phikwe,National
A0872,Oratile Moroka 872,Female,T12,200m,800m,2000-06-20,169,58,6,True,Healthy,Available,Coach Pule,Serowe,National
A0873,Masego Motsepe 873,Female,T12,100m,200m,2003-10-28,161,55,6,False,Healthy,Unavailable,Coach Molefe,Serowe,National
A0874,Boitumelo Motsepe 874,Female,T12,100m,1500m,2003-03-25,160,58,5,False,Healthy,Available,Coach Pule,Serowe,National
A0875,Oratile Basinyi 875,Female,T12,100m,1500m,2005-08-20,158,42,6,True,Healthy,Available,Coach Modise,Lobatse,National
A0876,Tiamelo Mosinyi 876,Female,T11,200m,1500m,2001-11-25,174,42,5,True,Healthy,Restricted,Coach Dube,Lobatse,National
A0877,Boitumelo Mogae 877,Female,T12,200m,400m,1997-05-05,162,46,7,True,Healthy,Unavailable,Coach Molefe,Lobatse,Elite
A0878,Bontle Pule 878,Female,T11,100m,800m,2008-09-14,161,49,8,True,Healthy,Monitor,Coach Dube,Molepolole,Emerging
A0879,Boitumelo Basinyi 879,Female,T12,400m,1500m,1993-09-08,163,50,6,True,Healthy,Available,Coach Ranku,Selebi-Phikwe,Emerging
A0880,Keitumetse Rammidi 880,Female,T13,400m,100m,2001-03-31,153,60,8,False,Healthy,Monitor,Coach Ranku,Molepolole,Emerging
A0881,Aobakwe Molefe 881,Female,T11,800m,200m,2005-06-26,174,60,1,True,Recovering,Available,Coach Molefe,Selebi-Phikwe,Emerging
A0882,Boitumelo Molefe 882,Female,T13,100m,1500m,1994-02-10,164,48,4,False,Monitoring,Monitor,Coach Ranku,Gaborone,Emerging
A0883,Reabetswe Mosinyi 883,Female,T13,100m,800m,1996-12-19,163,61,3,False,Healthy,Available,Coach Ranku,Francistown,National
A0884,Refilwe Basinyi 884,Female,T11,400m,100m,1993-01-21,158,65,2,True,Recovering,Available,Coach Motswana,Molepolole,Emerging
A0885,Lesedi Ranku 885,Female,T13,800m,200m,1993-05-17,163,60,8,False,Recovering,Available,Coach Basinyi,Lobatse,Emerging
A0886,Boitumelo Dube 886,Female,T13,1500m,400m,2001-10-16,159,53,9,False,Healthy,Available,Coach Motswana,Lobatse,Podium Track
A0887,Segametsi Mokalake 887,Female,T11,1500m,200m,2001-06-03,165,61,4,True,Healthy,Monitor,Coach Kgamanyane,Selebi-Phikwe,Emerging
A0888,Aobakwe Mogapi 888,Female,T12,100m,800m,1992-07-29,166,48,8,True,Recovering,Monitor,Coach Pule,Molepolole,Podium Track
A0889,Lesedi Motsepe 889,Female,T11,1500m,800m,1999-02-03,157,57,3,True,Recovering,Available,Coach Molefe,Selebi-Phikwe,Elite
A0890,Aobakwe Bantsi 890,Female,T11,800m,1500m,1994-12-09,148,66,5,True,Monitoring,Unavailable,Coach Molefe,Maun,National
A0891,Boitumelo Molefe 891,Female,T11,200m,800m,2004-06-26,166,57,7,True,Recovering,Available,Coach Modise,Francistown,Elite
A0892,Onalenna Molefe 892,Female,T12,200m,100m,2002-10-08,157,64,4,False,Healthy,Available,Coach Motswana,Selebi-Phikwe,National
A0893,Boitumelo Basinyi 893,Female,T12,1500m,200m,2001-09-25,161,74,6,True,Healthy,Available,Coach Dube,Molepolole,National
A0894,Oratile Mogapi 894,Female,T13,200m,400m,2004-09-27,166,44,9,False,Recovering,Available,Coach Pule,Serowe,National
A0895,Masego Bantsi 895,Female,T13,800m,400m,2008-12-21,169,52,1,False,Healthy,Monitor,Coach Pule,Maun,National
A0896,Bontle Moroka 896,Female,T13,100m,200m,2006-03-25,159,55,6,False,Monitoring,Available,Coach Kgamanyane,Molepolole,Emerging
A0897,Oratile Moroka 897,Female,T11,400m,800m,2006-12-12,162,59,4,True,Healthy,Available,Coach Motswana,Selebi-Phikwe,Emerging
A0898,Kelebogile Kgamanyane 898,Female,T11,100m,1500m,2004-06-15,169,61,4,True,Healthy,Available,Coach Pule,Selebi-Phikwe,Emerging
A0899,Oratile Mogae 899,Female,T11,100m,1500m,1998-06-13,157,45,4,True,Healthy,Monitor,Coach Dube,Lobatse,National
A0900,Refilwe Ranku 900,Female,T13,200m,1500m,1996-10-10,157,60,3,False,Healthy,Available,Coach Basinyi,Maun,National
A0901,Bontle Ranku 901,Female,T12,400m,200m,2007-07-12,170,73,5,False,Monitoring,Restricted,Coach Pule,Francistown,Emerging
A0902,Boitumelo Pule 902,Female,T11,400m,800m,1992-08-10,152,58,4,True,Recovering,Available,Coach Modise,Gaborone,Emerging
A0903,Onalenna Moroka 903,Female,T11,800m,1500m,1993-04-23,161,53,4,True,Recovering,Available,Coach Ranku,Maun,Podium Track
A0904,Tiamelo Motsumi 904,Female,T12,100m,400m,2006-06-26,164,55,3,False,Healthy,Monitor,Coach Motswana,Maun,Emerging
A0905,Masego Pule 905,Female,T11,400m,200m,2008-01-20,161,51,9,True,Monitoring,Available,Coach Modise,Maun,Emerging
A0906,Lorato Moroka 906,Female,T11,800m,400m,1993-05-06,166,66,3,True,Monitoring,Available,Coach Kgamanyane,Maun,Emerging
A0907,Masego Lelaka 907,Female,T12,400m,100m,2006-03-12,176,52,5,True,Healthy,Available,Coach Ranku,Serowe,Emerging
A0908,Olebogeng Ranku 908,Female,T13,200m,800m,1993-11-13,155,55,9,False,Monitoring,Available,Coach Pule,Molepolole,National
A0909,Aobakwe Rammidi 909,Female,T12,400m,200m,1992-11-23,156,66,5,False,Recovering,Available,Coach Dube,Gaborone,Podium Track
A0910,Segametsi Ranku 910,Female,T13,400m,1500m,2006-01-08,156,58,5,False,Healthy,Available,Coach Modise,Gaborone,National
A0911,Lorato Motsepe 911,Female,T13,400m,1500m,2005-07-09,152,54,8,False,Healthy,Available,Coach Modise,Selebi-Phikwe,Elite
A0912,Oratile Mogapi 912,Female,T13,400m,1500m,1997-03-27,165,71,9,False,Healthy,Available,Coach Pule,Molepolole,Elite
A0913,Keitumetse Molefe 913,Female,T11,400m,200m,2001-04-04,157,60,1,True,Monitoring,Available,Coach Modise,Selebi-Phikwe,Elite
A0914,Keitumetse Kgamanyane 914,Female,T13,200m,800m,2005-03-27,148,46,7,False,Healthy,Available,Coach Basinyi,Maun,National
A0915,Kelebogile Bantsi 915,Female,T12,100m,1500m,2000-03-09,157,52,2,False,Healthy,Available,Coach Basinyi,Molepolole,Elite
A0916,Boitumelo Lelaka 916,Female,T11,200m,800m,1993-12-17,166,63,4,True,Monitoring,Available,Coach Molefe,Maun,Elite
A0917,Reabetswe Rammidi 917,Female,T13,100m,1500m,2000-05-22,150,62,6,False,Healthy,Restricted,Coach Molefe,Maun,Elite
A0918,Onalenna Kgamanyane 918,Female,T13,200m,800m,2001-09-21,154,73,6,False,Monitoring,Available,Coach Basinyi,Maun,Elite
A0919,Lesedi Bantsi 919,Female,T11,800m,100m,1998-10-08,166,58,6,True,Healthy,Available,Coach Ranku,Maun,National
A0920,Tiamelo Bantsi 920,Female,T12,800m,400m,2008-12-10,162,57,5,True,Healthy,Available,Coach Basinyi,Francistown,National
A0921,Lorato Bantsi 921,Female,T13,1500m,800m,1996-10-31,163,51,6,False,Recovering,Available,Coach Dube,Selebi-Phikwe,National
A0922,Tiamelo Moroka 922,Female,T12,100m,1500m,2002-08-06,169,59,4,True,Monitoring,Monitor,Coach Motswana,Serowe,National
A0923,Boitumelo Mogae 923,Female,T12,400m,1500m,2007-04-25,169,56,4,True,Healthy,Available,Coach Pule,Serowe,Elite
A0924,Olebogeng Molefe 924,Female,T11,200m,100m,1996-10-04,168,50,5,True,Healthy,Available,Coach Modise,Francistown,Elite
A0925,Aobakwe Molefe 925,Female,T13,200m,800m,2007-02-21,192,51,4,False,Monitoring,Available,Coach Modise,Maun,National
A0926,Oratile Pule 926,Female,T12,100m,200m,1998-09-03,159,66,2,True,Healthy,Available,Coach Ranku,Selebi-Phikwe,Emerging
A0927,Segametsi Lelaka 927,Female,T12,800m,400m,1994-12-23,173,50,2,False,Healthy,Available,Coach Dube,Selebi-Phikwe,Emerging
A0928,Aobakwe Rammidi 928,Female,T12,100m,1500m,1998-11-05,150,44,2,True,Recovering,Monitor,Coach Motswana,Molepolole,Emerging
A0929,Segametsi Mogapi 929,Female,T13,200m,1500m,1997-08-21,155,50,7,False,Healthy,Monitor,Coach Kgamanyane,Lobatse,Emerging
A0930,Olebogeng Pule 930,Female,T13,200m,100m,1999-05-06,162,66,1,False,Recovering,Available,Coach Motswana,Francistown,Emerging
A0931,Lorato Pule 931,Female,T11,800m,1500m,1993-08-13,172,51,3,True,Healthy,Monitor,Coach Dube,Serowe,National
A0932,Tiamelo Mokalake 932,Female,T12,200m,800m,2001-09-26,167,65,4,False,Healthy,Available,Coach Kgamanyane,Lobatse,Elite
A0933,Naledi Mogae 933,Female,T13,200m,1500m,2005-06-13,174,55,4,False,Healthy,Available,Coach Pule,Selebi-Phikwe,Elite
A0934,Bontle Mokalake 934,Female,T11,200m,1500m,1994-11-05,157,64,5,True,Monitoring,Available,Coach Molefe,Gaborone,Emerging
A0935,Refilwe Pule 935,Female,T11,100m,200m,2001-03-27,175,52,1,True,Recovering,Available,Coach Dube,Francistown,National
A0936,Boitumelo Mogapi 936,Female,T13,200m,800m,2003-10-19,179,72,7,False,Healthy,Available,Coach Kgamanyane,Francistown,National
A0937,Aobakwe Lelaka 937,Female,T12,800m,1500m,2000-09-21,161,43,9,True,Healthy,Available,Coach Kgamanyane,Serowe,Emerging
A0938,Segametsi Mogae 938,Female,T12,100m,400m,1992-09-15,158,54,4,True,Recovering,Available,Coach Dube,Francistown,National
A0939,Bontle Pule 939,Female,T12,200m,400m,1999-07-02,167,42,5,True,Healthy,Available,Coach Motswana,Gaborone,National
A0940,Lorato Pule 940,Female,T13,800m,100m,2000-08-02,182,78,9,False,Healthy,Available,Coach Basinyi,Lobatse,Podium Track
A0941,Kelebogile Ranku 941,Female,T11,100m,800m,2007-06-27,157,42,3,True,Healthy,Available,Coach Pule,Gaborone,National
A0942,Lorato Mokalake 942,Female,T13,800m,200m,2007-05-30,162,61,8,False,Monitoring,Available,Coach Motswana,Maun,Elite
A0943,Masego Mogapi 943,Female,T11,800m,400m,1997-05-01,174,63,7,True,Recovering,Monitor,Coach Motswana,Serowe,Emerging
A0944,Refilwe Kgamanyane 944,Female,T12,800m,100m,2005-03-19,161,42,1,False,Recovering,Available,Coach Ranku,Maun,Emerging
A0945,Keitumetse Mogapi 945,Female,T11,100m,1500m,2001-10-02,167,64,9,True,Healthy,Monitor,Coach Basinyi,Serowe,Elite
A0946,Masego Motsumi 946,Female,T11,800m,100m,1993-12-31,160,59,6,True,Healthy,Available,Coach Modise,Maun,Elite
A0947,Oratile Mokalake 947,Female,T12,800m,100m,2002-03-12,165,55,9,False,Monitoring,Available,Coach Kgamanyane,Francistown,Elite
A0948,Bontle Rammidi 948,Female,T13,400m,1500m,2007-10-25,154,60,4,False,Healthy,Monitor,Coach Modise,Molepolole,National
A0949,Lesedi Motsumi 949,Female,T13,200m,100m,1993-03-08,152,69,9,False,Monitoring,Restricted,Coach Dube,Maun,National
A0950,Lorato Molefe 950,Female,T13,400m,200m,2007-02-16,156,61,9,False,Recovering,Available,Coach Pule,Gaborone,Emerging
A0951,Naledi Molefe 951,Female,T11,200m,100m,2002-05-23,157,60,4,True,Monitoring,Monitor,Coach Modise,Selebi-Phikwe,Emerging
A0952,Segametsi Motsepe 952,Female,T12,200m,800m,1994-05-06,161,62,7,True,Monitoring,Available,Coach Modise,Lobatse,National
A0953,Segametsi Ranku 953,Female,T13,200m,1500m,2007-02-09,157,42,3,False,Monitoring,Available,Coach Molefe,Lobatse,Emerging
A0954,Lorato Moroka 954,Female,T12,200m,800m,2001-01-26,161,54,6,False,Monitoring,Available,Coach Ranku,Francistown,National
A0955,Olebogeng Dube 955,Female,T12,200m,1500m,2007-01-31,151,51,9,False,Healthy,Available,Coach Ranku,Lobatse,National
A0956,Aobakwe Motsepe 956,Female,T12,100m,1500m,1993-10-07,150,58,9,False,Recovering,Available,Coach Ranku,Lobatse,National
A0957,Aobakwe Kgamanyane 957,Female,T11,400m,1500m,2002-06-09,160,57,6,True,Healthy,Available,Coach Basinyi,Serowe,National
A0958,Boitumelo Bantsi 958,Female,T12,200m,100m,2003-12-05,184,58,5,False,Healthy,Restricted,Coach Kgamanyane,Maun,Emerging
A0959,Lorato Molefe 959,Female,T13,100m,400m,1998-09-01,166,62,1,False,Recovering,Available,Coach Kgamanyane,Selebi-Phikwe,National
A0960,Refilwe Basinyi 960,Female,T13,800m,200m,1994-09-18,162,52,7,False,Healthy,Available,Coach Basinyi,Serowe,Emerging
A0961,Masego Mogapi 961,Female,T12,100m,400m,2006-03-10,170,66,9,True,Healthy,Monitor,Coach Motswana,Selebi-Phikwe,National
A0962,Reabetswe Molefe 962,Female,T12,100m,200m,1995-03-27,148,55,9,False,Healthy,Monitor,Coach Basinyi,Maun,Emerging
A0963,Olebogeng Lelaka 963,Female,T13,100m,200m,2001-11-22,160,52,2,False,Monitoring,Monitor,Coach Pule,Gaborone,National
A0964,Masego Motsepe 964,Female,T11,200m,800m,1998-07-29,173,52,8,True,Recovering,Restricted,Coach Ranku,Lobatse,Emerging
A0965,Bontle Lelaka 965,Female,T13,800m,1500m,1992-12-17,170,52,9,False,Healthy,Available,Coach Motswana,Gaborone,Emerging
A0966,Masego Rammidi 966,Female,T13,400m,800m,1998-05-30,160,63,9,False,Healthy,Available,Coach Modise,Gaborone,National
A0967,Tiamelo Kgamanyane 967,Female,T12,100m,1500m,1997-03-02,157,55,2,False,Recovering,Unavailable,Coach Ranku,Serowe,Emerging
A0968,Aobakwe Mogapi 968,Female,T12,800m,1500m,2008-10-05,154,49,7,True,Healthy,Available,Coach Ranku,Maun,Podium Track
A0969,Naledi Mogae 969,Female,T13,100m,200m,1993-12-06,169,62,4,False,Healthy,Monitor,Coach Dube,Gaborone,Elite
A0970,Refilwe Molefe 970,Female,T13,200m,1500m,1993-12-29,154,46,9,False,Healthy,Monitor,Coach Motswana,Francistown,National
A0971,Aobakwe Pule 971,Female,T12,100m,200m,1997-12-27,183,51,6,False,Healthy,Available,Coach Molefe,Selebi-Phikwe,Emerging
A0972,Lesedi Basinyi 972,Female,T11,200m,400m,2004-06-15,156,61,7,True,Healthy,Available,Coach Motswana,Selebi-Phikwe,National
A0973,Aobakwe Mogapi 973,Female,T11,400m,1500m,1997-01-31,157,53,5,True,Healthy,Available,Coach Motswana,Serowe,Elite
A0974,Oratile Lelaka 974,Female,T11,200m,800m,2001-09-23,170,66,4,True,Healthy,Available,Coach Modise,Francistown,Emerging
A0975,Onalenna Ranku 975,Female,T13,400m,200m,1995-11-23,161,69,6,False,Healthy,Available,Coach Pule,Gaborone,Emerging
A0976,Lesedi Mokalake 976,Female,T12,1500m,100m,1996-08-22,162,55,3,True,Recovering,Available,Coach Motswana,Gaborone,Emerging
A0977,Oratile Mogapi 977,Female,T13,400m,100m,1993-10-15,163,54,5,False,Healthy,Unavailable,Coach Motswana,Maun,Podium Track
A0978,Kelebogile Mogae 978,Female,T12,800m,200m,1994-09-10,167,59,6,False,Monitoring,Available,Coach Kgamanyane,Serowe,Emerging
A0979,Oratile Pule 979,Female,T12,100m,1500m,1996-12-06,157,58,3,False,Healthy,Monitor,Coach Modise,Molepolole,National
A0980,Keitumetse Ranku 980,Female,T11,400m,800m,2000-02-21,159,52,3,True,Monitoring,Available,Coach Ranku,Gaborone,National
A0981,Olebogeng Kgamanyane 981,Female,T12,100m,200m,2002-06-08,162,66,9,True,Healthy,Available,Coach Basinyi,Selebi-Phikwe,National
A0982,Refilwe Rammidi 982,Female,T11,200m,1500m,1994-11-24,165,68,8,True,Healthy,Available,Coach Dube,Maun,National
A0983,Aobakwe Moroka 983,Female,T12,400m,200m,2002-01-29,175,56,4,False,Recovering,Available,Coach Molefe,Serowe,Emerging
A0984,Oratile Rammidi 984,Female,T11,400m,1500m,2008-10-12,158,50,8,True,Recovering,Available,Coach Basinyi,Gaborone,National
A0985,Boitumelo Motsumi 985,Female,T12,800m,1500m,1996-03-24,165,65,2,False,Monitoring,Monitor,Coach Motswana,Francistown,Elite
